student_id,name,skills
5049,Student5049,data lakes load balancing
5050,Student5050,scrum github
5051,Student5051,image processing presentation
5052,Student5052,network security serverless
5053,Student5053,cloud java (android)
5054,Student5054,mlops iot
5055,Student5055,tailwind cypress
5056,Student5056,feature engineering metasploit
5057,Student5057,proxmox c
5058,Student5058,helm research
5059,Student5059,notion scala
5060,Student5060,github data mining
5061,Student5061,babel pytorch
5062,Student5062,javascript slack
5063,Student5063,spring boot probability
5064,Student5064,penetration testing tcp/ip
5065,Student5065,unit testing redux
5066,Student5066,generative ai selenium
5067,Student5067,code review typescript
5068,Student5068,excel vmware
5069,Student5069,encryption slack
5070,Student5070,ids neural networks
5071,Student5071,nextjs seaborn
5072,Student5072,cad modeling forensics
5073,Student5073,encryption perl
5074,Student5074,cloud storage tensorflow
5075,Student5075,api development ci/cd
5076,Student5076,functional programming signal processing
5077,Student5077,sql system administration
5078,Student5078,macos autoML
5079,Student5079,react native signal processing
5080,Student5080,go classification
5081,Student5081,shell scripting pandas
5082,Student5082,data labeling terraform
5083,Student5083,ec2 zero trust
5084,Student5084,trello database
5085,Student5085,clustering chatbot
5086,Student5086,vpc virtualization
5087,Student5087,infrastructure as code bitbucket
5088,Student5088,classification ssl
5089,Student5089,dimensionality reduction solidworks
5090,Student5090,accessibility scrum
5091,Student5091,microservices project management
5092,Student5092,typescript infrastructure as code
5093,Student5093,agile troubleshooting
5094,Student5094,typescript php
5095,Student5095,mobile security rust
5096,Student5096,pytorch metasploit
5097,Student5097,azure notion
5098,Student5098,data pipelines backend
5099,Student5099,seaborn cypress
5100,Student5100,elasticsearch flutter
5101,Student5101,switching aws
5102,Student5102,vite css
5103,Student5103,eclipse zero trust
5104,Student5104,ddos protection design
5105,Student5105,automation fastapi
5106,Student5106,industrial automation switching
5107,Student5107,monday sql
5108,Student5108,seaborn llm
5109,Student5109,verilog scada
5110,Student5110,infrastructure as code vector databases
5111,Student5111,model optimization github actions
5112,Student5112,research load balancing
5113,Student5113,release management data lakehouse
5114,Student5114,css graphql
5115,Student5115,hadoop powershell
5116,Student5116,perl version control
5117,Student5117,aws webpack
5118,Student5118,robotics helm
5119,Student5119,power bi model deployment
5120,Student5120,tdd ec2
5121,Student5121,babel airflow
5122,Student5122,perl serverless
5123,Student5123,ubuntu zero trust
5124,Student5124,integration testing big data
5125,Student5125,push notifications recommendation systems
5126,Student5126,ui process management
5127,Student5127,release management serverless
5128,Student5128,backend full stack
5129,Student5129,cad modeling tensorflow
5130,Student5130,feature engineering plc
5131,Student5131,security html
5132,Student5132,route53 computer vision
5133,Student5133,database data analysis
5134,Student5134,react native security
5135,Student5135,dimensionality reduction c#
5136,Student5136,vector databases rust
5137,Student5137,troubleshooting windows server
5138,Student5138,model optimization software architecture
5139,Student5139,nosql vscode
5140,Student5140,presentation numpy
5141,Student5141,jenkins data lakes
5142,Student5142,macos laravel
5143,Student5143,debugging html
5144,Student5144,chatbot jira
5145,Student5145,siem gitops
5146,Student5146,kotlin ids
5147,Student5147,data governance control systems
5148,Student5148,app store database
5149,Student5149,mechanical design system design
5150,Student5150,database mlops
5151,Student5151,git splunk
5152,Student5152,load balancing intellij
5153,Student5153,database websocket
5154,Student5154,spring boot kubernetes
5155,Student5155,data pipelines problem solving
5156,Student5156,ansible api integration
5157,Student5157,release management incident response
5158,Student5158,ui vhdl
5159,Student5159,hyperparameter tuning anomaly detection
5160,Student5160,presentation classification
5161,Student5161,gitkraken simulation
5162,Student5162,react new relic
5163,Student5163,keras nodejs
5164,Student5164,pair programming incident response
5165,Student5165,speech recognition plc
5166,Student5166,redux statistics
5167,Student5167,cloud lua
5168,Student5168,reinforcement learning nestjs
5169,Student5169,sql prometheus
5170,Student5170,matlab integration testing
5171,Student5171,encryption unit testing
5172,Student5172,anomaly detection api development
5173,Student5173,web security monitoring
5174,Student5174,virtualbox industrial automation
5175,Student5175,kotlin selenium
5176,Student5176,proxmox nlp
5177,Student5177,solidworks excel
5178,Student5178,code review etl
5179,Student5179,nmap eclipse
5180,Student5180,jenkins pair programming
5181,Student5181,s3 performance optimization
5182,Student5182,numpy cloud
5183,Student5183,react native fastapi
5184,Student5184,simulation cloud architecture
5185,Student5185,django recommendation systems
5186,Student5186,serverless zero trust
5187,Student5187,graphql c++
5188,Student5188,clustering chatbot
5189,Student5189,ui proxy servers
5190,Student5190,nosql recommendation systems
5191,Student5191,kanban troubleshooting
5192,Student5192,ai ethics data
5193,Student5193,cross-browser testing monitoring
5194,Student5194,descriptive analytics google cloud
5195,Student5195,iot data preprocessing
5196,Student5196,django tdd
5197,Student5197,slack cross-browser testing
5198,Student5198,oop ansible
5199,Student5199,gitkraken mechanical design
5200,Student5200,push notifications gitlab ci
5201,Student5201,plc php
5202,Student5202,ansible power bi
5203,Student5203,accessibility solidworks
5204,Student5204,arduino helm
5205,Student5205,tableau route53
5206,Student5206,virtualization in-app payments
5207,Student5207,tdd problem solving
5208,Student5208,soc information security
5209,Student5209,android studio data warehousing
5210,Student5210,virtualization cloudfront
5211,Student5211,sql anomaly detection
5212,Student5212,helm nlp
5213,Student5213,routing system design
5214,Student5214,backend grafana
5215,Student5215,kafka model deployment
5216,Student5216,tls in-app payments
5217,Student5217,express ddos protection
5218,Student5218,laravel web security
5219,Student5219,jira swift
5220,Student5220,problem solving load balancing
5221,Student5221,communication systems typescript
5222,Student5222,research arduino
5223,Student5223,wireshark research
5224,Student5224,fastapi ec2
5225,Student5225,data lakes automation
5226,Student5226,proxmox sql
5227,Student5227,kotlin c
5228,Student5228,load balancing aws
5229,Student5229,scikit-learn vhdl
5230,Student5230,soc information security
5231,Student5231,excel serverless
5232,Student5232,graphql storage management
5233,Student5233,tls hyperparameter tuning
5234,Student5234,data modeling serverless
5235,Student5235,laravel model optimization
5236,Student5236,arduino html
5237,Student5237,artifact registry fastapi
5238,Student5238,babel bootstrap
5239,Student5239,switching cron jobs
5240,Student5240,iot generative ai
5241,Student5241,javascript verilog
5242,Student5242,llm data analysis
5243,Student5243,mocha mlops
5244,Student5244,tls autoscaling
5245,Student5245,data labeling github actions
5246,Student5246,svelte predictive analytics
5247,Student5247,data modeling nlp
5248,Student5248,go virtualbox
5249,Student5249,business intelligence prometheus
5250,Student5250,proxy servers webpack
5251,Student5251,project management git
5252,Student5252,firewall bitbucket
5253,Student5253,git ansible
5254,Student5254,integration testing data
5255,Student5255,seaborn leadership
5256,Student5256,seaborn jest
5257,Student5257,gitlab ci unsupervised learning
5258,Student5258,airflow nmap
5259,Student5259,typescript notion
5260,Student5260,communication systems swift
5261,Student5261,iot api development
5262,Student5262,apache spark cloud storage
5263,Student5263,tailwind web performance
5264,Student5264,dotnet iot
5265,Student5265,bootstrap java (android)
5266,Student5266,agile kafka
5267,Student5267,chatbot huggingface
5268,Student5268,elasticsearch tdd
5269,Student5269,ids scrum
5270,Student5270,agile c
5271,Student5271,postman cloud storage
5272,Student5272,pytorch predictive modeling
5273,Student5273,numpy cad modeling
5274,Student5274,express design patterns
5275,Student5275,eclipse cloud storage
5276,Student5276,haskell notion
5277,Student5277,monday business intelligence
5278,Student5278,huggingface mobile security
5279,Student5279,pycharm backend
5280,Student5280,confluence vscode
5281,Student5281,rust babel
5282,Student5282,css nmap
5283,Student5283,keras integration testing
5284,Student5284,regression dotnet
5285,Student5285,autocad docker desktop
5286,Student5286,design push notifications
5287,Student5287,trello datadog
5288,Student5288,ui docker desktop
5289,Student5289,model optimization figma
5290,Student5290,in-app payments pair programming
5291,Student5291,haskell gitkraken
5292,Student5292,reinforcement learning intellij
5293,Student5293,backend gitkraken
5294,Student5294,github data wrangling
5295,Student5295,frontend jest
5296,Student5296,presentation cloud storage
5297,Student5297,dart git
5298,Student5298,llm predictive modeling
5299,Student5299,recommendation systems bdd
5300,Student5300,mechanical design excel
5301,Student5301,project management presentation
5302,Student5302,trello model deployment
5303,Student5303,predictive analytics web performance
5304,Student5304,encryption swift
5305,Student5305,incident response route53
5306,Student5306,google cloud typescript
5307,Student5307,encryption django
5308,Student5308,html prometheus
5309,Student5309,soc team collaboration
5310,Student5310,bootstrap aws
5311,Student5311,tcp/ip matlab
5312,Student5312,nosql software architecture
5313,Student5313,new relic communication systems
5314,Student5314,machine learning data wrangling
5315,Student5315,api ssl
5316,Student5316,electronics svelte
5317,Student5317,probability cryptography
5318,Student5318,embedded systems php
5319,Student5319,dns huggingface
5320,Student5320,langchain excel
5321,Student5321,data warehousing monitoring
5322,Student5322,big data recommendation systems
5323,Student5323,file systems deep learning
5324,Student5324,mobile security unsupervised learning
5325,Student5325,elasticsearch business intelligence
5326,Student5326,datadog design patterns
5327,Student5327,scrum kafka
5328,Student5328,vscode web security
5329,Student5329,s3 speech recognition
5330,Student5330,responsive design scala
5331,Student5331,babel python
5332,Student5332,kotlin sql
5333,Student5333,regression tls
5334,Student5334,tcp/ip ci/cd
5335,Student5335,unsupervised learning predictive modeling
5336,Student5336,innovation java (android)
5337,Student5337,vmware process management
5338,Student5338,jira cad modeling
5339,Student5339,pycharm java (android)
5340,Student5340,unit testing data
5341,Student5341,simulation snowflake
5342,Student5342,automation react
5343,Student5343,docker gitkraken
5344,Student5344,r pytorch
5345,Student5345,integration testing vhdl
5346,Student5346,ssl autocad
5347,Student5347,mobile testing macos
5348,Student5348,predictive modeling tableau
5349,Student5349,typescript full stack
5350,Student5350,switching business intelligence
5351,Student5351,bash scripting aws
5352,Student5352,trello jenkins
5353,Student5353,matlab confluence
5354,Student5354,recommendation systems plc
5355,Student5355,numpy rust
5356,Student5356,github actions software architecture
5357,Student5357,route53 logging
5358,Student5358,ui snowflake
5359,Student5359,mocha snowflake
5360,Student5360,grafana load balancing
5361,Student5361,r new relic
5362,Student5362,c# ips
5363,Student5363,data governance agile
5364,Student5364,design nextjs
5365,Student5365,version control elasticsearch
5366,Student5366,babel business intelligence
5367,Student5367,vite regression
5368,Student5368,lambda prometheus
5369,Student5369,vscode bootstrap
5370,Student5370,sql grafana
5371,Student5371,ubuntu typescript
5372,Student5372,dimensionality reduction anomaly detection
5373,Student5373,hadoop process management
5374,Student5374,pandas fastapi
5375,Student5375,dimensionality reduction software architecture
5376,Student5376,control systems embedded systems
5377,Student5377,nextjs vmware
5378,Student5378,gitlab android studio
5379,Student5379,speech recognition release management
5380,Student5380,tls virtualbox
5381,Student5381,spring boot github
5382,Student5382,xcode pytorch
5383,Student5383,vulnerability scanning mechanical design
5384,Student5384,cloud storage application security
5385,Student5385,bdd kotlin
5386,Student5386,design version control
5387,Student5387,control systems terraform
5388,Student5388,simulation solidworks
5389,Student5389,robotics sass
5390,Student5390,gitkraken jira
5391,Student5391,elasticsearch swift
5392,Student5392,mobile security swift
5393,Student5393,electronics confluence
5394,Student5394,frontend full stack
5395,Student5395,cryptography firebase
5396,Student5396,cloud storage fastapi
5397,Student5397,lua vscode
5398,Student5398,code review research
5399,Student5399,go windows server
5400,Student5400,matlab play store
5401,Student5401,unsupervised learning kubernetes
5402,Student5402,fastapi system administration
5403,Student5403,in-app payments bash
5404,Student5404,regression problem solving
5405,Student5405,firewall ui
5406,Student5406,new relic soc
5407,Student5407,tailwind scada
5408,Student5408,api android studio
5409,Student5409,transfer learning s3
5410,Student5410,ethical hacking php
5411,Student5411,scala gitlab ci
5412,Student5412,chatbot logging
5413,Student5413,graphql java
5414,Student5414,data ai ethics
5415,Student5415,bash ubuntu
5416,Student5416,dimensionality reduction helm
5417,Student5417,kotlin pair programming
5418,Student5418,elasticsearch unit testing
5419,Student5419,integration testing cypress
5420,Student5420,docker snowflake
5421,Student5421,datadog deep learning
5422,Student5422,pair programming ai ethics
5423,Student5423,sonarqube feature engineering
5424,Student5424,firewall postman
5425,Student5425,virtualbox encryption
5426,Student5426,information security ansible
5427,Student5427,elasticsearch github
5428,Student5428,swift html
5429,Student5429,pandas computer vision
5430,Student5430,hadoop sass
5431,Student5431,information security electronics
5432,Student5432,django in-app payments
5433,Student5433,data gitlab ci
5434,Student5434,soc mocha
5435,Student5435,php javascript
5436,Student5436,zero trust automation
5437,Student5437,model deployment business intelligence
5438,Student5438,solidworks centos
5439,Student5439,switching encryption
5440,Student5440,nodejs haskell
5441,Student5441,signal processing flutter
5442,Student5442,critical thinking api
5443,Student5443,php network architecture
5444,Student5444,kotlin pycharm
5445,Student5445,go model evaluation
5446,Student5446,plc sass
5447,Student5447,numpy grafana
5448,Student5448,incident response mocha
5449,Student5449,solidworks php
5450,Student5450,proxy servers cad modeling
5451,Student5451,api integration ux
5452,Student5452,signal processing mlops
5453,Student5453,fastapi proxmox
5454,Student5454,storage management docker
5455,Student5455,c++ proxy servers
5456,Student5456,django mobile security
5457,Student5457,html figma
5458,Student5458,linux mobile testing
5459,Student5459,gcp predictive modeling
5460,Student5460,project management encryption
5461,Student5461,ubuntu mechanical design
5462,Student5462,miro load balancing
5463,Student5463,asp.net linux
5464,Student5464,notion transfer learning
5465,Student5465,babel statistics
5466,Student5466,cron jobs transfer learning
5467,Student5467,process management postman
5468,Student5468,vector databases problem solving
5469,Student5469,dimensionality reduction c
5470,Student5470,ec2 vpc
5471,Student5471,firebase data labeling
5472,Student5472,redux feature engineering
5473,Student5473,cloud descriptive analytics
5474,Student5474,integration testing github
5475,Student5475,monday frontend
5476,Student5476,monitoring mobile security
5477,Student5477,lua terraform
5478,Student5478,websocket django
5479,Student5479,c++ github actions
5480,Student5480,software engineering push notifications
5481,Student5481,firebase dns
5482,Student5482,nextjs routing
5483,Student5483,api development vhdl
5484,Student5484,siem image processing
5485,Student5485,data warehousing ux
5486,Student5486,machine learning jenkins
5487,Student5487,predictive analytics github
5488,Student5488,r data lakehouse
5489,Student5489,data pipelines scikit-learn
5490,Student5490,business intelligence tableau
5491,Student5491,linux prometheus
5492,Student5492,route53 vpc
5493,Student5493,documentation robotics
5494,Student5494,forensics signal processing
5495,Student5495,eclipse devops
5496,Student5496,dart macos
5497,Student5497,cad modeling android studio
5498,Student5498,documentation webpack
5499,Student5499,autoML swift
5500,Student5500,kotlin data governance
5501,Student5501,google cloud cron jobs
5502,Student5502,git statistics
5503,Student5503,integration testing load balancing
5504,Student5504,elasticsearch app store
5505,Student5505,llm vector databases
5506,Student5506,google cloud unit testing
5507,Student5507,nestjs vhdl
5508,Student5508,pytorch grafana
5509,Student5509,in-app payments bitbucket
5510,Student5510,design xcode
5511,Student5511,push notifications ssl
5512,Student5512,proxmox predictive analytics
5513,Student5513,nmap ai ethics
5514,Student5514,test automation nodejs
5515,Student5515,vite websocket
5516,Student5516,c anomaly detection
5517,Student5517,firebase web security
5518,Student5518,kotlin github
5519,Student5519,data pipelines system administration
5520,Student5520,presentation scada
5521,Student5521,clustering machine learning
5522,Student5522,mobile testing virtualbox
5523,Student5523,excel chatbot
5524,Student5524,firebase generative ai
5525,Student5525,cloud storage dns
5526,Student5526,svelte problem solving
5527,Student5527,eclipse gitlab
5528,Student5528,backend leadership
5529,Student5529,code review information security
5530,Student5530,switching statistics
5531,Student5531,api integration mobile security
5532,Student5532,industrial automation data visualization
5533,Student5533,java (android) siem
5534,Student5534,agile cloud
5535,Student5535,intellij application security
5536,Student5536,svelte big data
5537,Student5537,ai ethics spring boot
5538,Student5538,problem solving devops
5539,Student5539,jira control systems
5540,Student5540,jest debugging
5541,Student5541,tls swift
5542,Student5542,ai ethics leadership
5543,Student5543,prometheus route53
5544,Student5544,mlops communication systems
5545,Student5545,monitoring cloudfront
5546,Student5546,babel signal processing
5547,Student5547,business intelligence plc
5548,Student5548,responsive design neural networks
5549,Student5549,vpn machine learning
5550,Student5550,data lakehouse data pipelines
5551,Student5551,vpc powershell
5552,Student5552,push notifications recommendation systems
5553,Student5553,api penetration testing
5554,Student5554,react trello
5555,Student5555,kafka switching
5556,Student5556,monitoring soc
5557,Student5557,feature engineering web security
5558,Student5558,generative ai bash scripting
5559,Student5559,dimensionality reduction slack
5560,Student5560,time series analysis critical thinking
5561,Student5561,kanban simulation
5562,Student5562,embedded systems debugging
5563,Student5563,software engineering ai
5564,Student5564,rust mechanical design
5565,Student5565,data pipelines model optimization
5566,Student5566,load balancing documentation
5567,Student5567,web security tls
5568,Student5568,helm graphql
5569,Student5569,firebase langchain
5570,Student5570,redux file systems
5571,Student5571,typescript flask
5572,Student5572,serverless tls
5573,Student5573,oop critical thinking
5574,Student5574,model evaluation docker desktop
5575,Student5575,test automation trello
5576,Student5576,storage management cron jobs
5577,Student5577,swift research
5578,Student5578,javascript data lakes
5579,Student5579,file systems java (android)
5580,Student5580,gitlab ci scikit-learn
5581,Student5581,mlops descriptive analytics
5582,Student5582,play store api development
5583,Student5583,express infrastructure as code
5584,Student5584,chatbot devops
5585,Student5585,miro load balancing
5586,Student5586,haskell debugging
5587,Student5587,classification dhcp
5588,Student5588,react native application security
5589,Student5589,monday ci/cd
5590,Student5590,spring boot data analysis
5591,Student5591,helm data labeling
5592,Student5592,dns gitops
5593,Student5593,version control in-app payments
5594,Student5594,vmware vscode
5595,Student5595,git jira
5596,Student5596,api integration version control
5597,Student5597,docker desktop python
5598,Student5598,data preprocessing vector databases
5599,Student5599,babel routing
5600,Student5600,firebase swift
5601,Student5601,control systems solidworks
5602,Student5602,postman debugging
5603,Student5603,ethical hacking vue
5604,Student5604,tls pytorch
5605,Student5605,pytorch verilog
5606,Student5606,push notifications spring boot
5607,Student5607,proxmox communication systems
5608,Student5608,api pytorch
5609,Student5609,jira project management
5610,Student5610,huggingface ui
5611,Student5611,metasploit perl
5612,Student5612,recommendation systems windows server
5613,Student5613,speech recognition troubleshooting
5614,Student5614,gitlab lambda
5615,Student5615,rust firewall
5616,Student5616,storage management functional programming
5617,Student5617,responsive design nmap
5618,Student5618,design patterns cloud storage
5619,Student5619,html mlops
5620,Student5620,pycharm ssl
5621,Student5621,raspberry pi autoscaling
5622,Student5622,load balancing terraform
5623,Student5623,centos switching
5624,Student5624,database git
5625,Student5625,datadog dns
5626,Student5626,classification java (android)
5627,Student5627,splunk robotics
5628,Student5628,leadership virtualbox
5629,Student5629,cloud debugging
5630,Student5630,bash scripting spring boot
5631,Student5631,oop google cloud
5632,Student5632,eclipse nlp
5633,Student5633,verilog kafka
5634,Student5634,devops solidworks
5635,Student5635,splunk feature engineering
5636,Student5636,etl kotlin
5637,Student5637,robotics power bi
5638,Student5638,vpn route53
5639,Student5639,classification problem solving
5640,Student5640,firebase web performance
5641,Student5641,angular dart
5642,Student5642,c# trello
5643,Student5643,cron jobs intellij
5644,Student5644,python gitkraken
5645,Student5645,play store design
5646,Student5646,system monitoring vscode
5647,Student5647,kotlin artifact registry
5648,Student5648,leadership data lakes
5649,Student5649,siem recommendation systems
5650,Student5650,datadog snowflake
5651,Student5651,soc probability
5652,Student5652,design perl
5653,Student5653,openai api api integration
5654,Student5654,nestjs pandas
5655,Student5655,html jest
5656,Student5656,unsupervised learning html
5657,Student5657,leadership selenium
5658,Student5658,gcp keras
5659,Student5659,matplotlib pair programming
5660,Student5660,feature engineering data governance
5661,Student5661,airflow debugging
5662,Student5662,miro deep learning
5663,Student5663,excel microservices
5664,Student5664,data visualization bash scripting
5665,Student5665,ids python
5666,Student5666,documentation load balancing
5667,Student5667,ai oop
5668,Student5668,solidworks system administration
5669,Student5669,c# mobile security
5670,Student5670,figma scala
5671,Student5671,route53 ids
5672,Student5672,aws network security
5673,Student5673,autoML go
5674,Student5674,visual studio gitlab ci
5675,Student5675,mobile testing iot
5676,Student5676,ansible slack
5677,Student5677,debugging kanban
5678,Student5678,deep learning webpack
5679,Student5679,ai wireshark
5680,Student5680,innovation azure
5681,Student5681,vulnerability scanning storage management
5682,Student5682,c load balancing
5683,Student5683,terraform code review
5684,Student5684,bootstrap prometheus
5685,Student5685,sass excel
5686,Student5686,performance optimization new relic
5687,Student5687,data labeling figma
5688,Student5688,solidworks plc
5689,Student5689,swift image processing
5690,Student5690,clustering jest
5691,Student5691,data pipelines cron jobs
5692,Student5692,cross-browser testing application security
5693,Student5693,sonarqube postman
5694,Student5694,troubleshooting miro
5695,Student5695,software engineering c
5696,Student5696,hadoop virtualbox
5697,Student5697,nosql nestjs
5698,Student5698,git push notifications
5699,Student5699,ansible autoscaling
5700,Student5700,swift electronics
5701,Student5701,cloud architecture descriptive analytics
5702,Student5702,spring boot generative ai
5703,Student5703,rust docker desktop
5704,Student5704,ai data warehousing
5705,Student5705,agile vhdl
5706,Student5706,postman go
5707,Student5707,aws embedded systems
5708,Student5708,metasploit python
5709,Student5709,php electronics
5710,Student5710,storage management c++
5711,Student5711,helm postman
5712,Student5712,communication systems vulnerability scanning
5713,Student5713,design ui
5714,Student5714,troubleshooting ids
5715,Student5715,vulnerability scanning terraform
5716,Student5716,haskell c++
5717,Student5717,xcode postman
5718,Student5718,information security release management
5719,Student5719,network security cloud architecture
5720,Student5720,react native in-app payments
5721,Student5721,matplotlib arduino
5722,Student5722,metasploit supervised learning
5723,Student5723,cloud architecture mobile ui
5724,Student5724,api development flask
5725,Student5725,express data visualization
5726,Student5726,unit testing webpack
5727,Student5727,openai api serverless
5728,Student5728,web performance flask
5729,Student5729,github actions ruby
5730,Student5730,database bash
5731,Student5731,unsupervised learning android studio
5732,Student5732,grafana firewall
5733,Student5733,scikit-learn github actions
5734,Student5734,accessibility design patterns
5735,Student5735,network security metasploit
5736,Student5736,gitkraken jenkins
5737,Student5737,forensics grafana
5738,Student5738,vpc signal processing
5739,Student5739,classification test automation
5740,Student5740,troubleshooting cybersecurity
5741,Student5741,cross-browser testing sql
5742,Student5742,recommendation systems postman
5743,Student5743,raspberry pi system monitoring
5744,Student5744,cloud matplotlib
5745,Student5745,vpc wireshark
5746,Student5746,vite team collaboration
5747,Student5747,team collaboration autoML
5748,Student5748,sql model optimization
5749,Student5749,system design probability
5750,Student5750,software architecture kotlin
5751,Student5751,performance optimization ruby
5752,Student5752,raspberry pi web security
5753,Student5753,communication systems information security
5754,Student5754,api integration powershell
5755,Student5755,notion centos
5756,Student5756,java (android) api integration
5757,Student5757,application security cryptography
5758,Student5758,typescript notion
5759,Student5759,pytorch jest
5760,Student5760,perl team collaboration
5761,Student5761,centos release management
5762,Student5762,metasploit ai ethics
5763,Student5763,selenium time series analysis
5764,Student5764,machine learning scala
5765,Student5765,predictive modeling release management
5766,Student5766,etl cloud architecture
5767,Student5767,google cloud team collaboration
5768,Student5768,selenium app store
5769,Student5769,dns research
5770,Student5770,matlab cad modeling
5771,Student5771,firebase cloud
5772,Student5772,transfer learning typescript
5773,Student5773,unsupervised learning statistics
5774,Student5774,vscode flutter
5775,Student5775,transfer learning cloud
5776,Student5776,pycharm push notifications
5777,Student5777,oop anomaly detection
5778,Student5778,ssl forensics
5779,Student5779,presentation tcp/ip
5780,Student5780,docker siem
5781,Student5781,iot cloud
5782,Student5782,grafana rust
5783,Student5783,intellij autoML
5784,Student5784,perl postman
5785,Student5785,infrastructure as code data wrangling
5786,Student5786,control systems grafana
5787,Student5787,helm google cloud
5788,Student5788,ssl typescript
5789,Student5789,data lakes nosql
5790,Student5790,security in-app payments
5791,Student5791,openai api data
5792,Student5792,arduino forensics
5793,Student5793,perl load balancing
5794,Student5794,agile seaborn
5795,Student5795,proxmox system design
5796,Student5796,airflow simulation
5797,Student5797,data preprocessing javascript
5798,Student5798,signal processing ai
5799,Student5799,shell scripting metasploit
5800,Student5800,java unsupervised learning
5801,Student5801,infrastructure as code azure
5802,Student5802,tailwind ddos protection
5803,Student5803,communication systems descriptive analytics
5804,Student5804,pandas api
5805,Student5805,c++ ec2
5806,Student5806,monitoring process management
5807,Student5807,big data dotnet
5808,Student5808,data lakes apache spark
5809,Student5809,dhcp google cloud
5810,Student5810,nosql haskell
5811,Student5811,jest flutter
5812,Student5812,data governance cron jobs
5813,Student5813,sass routing
5814,Student5814,descriptive analytics nmap
5815,Student5815,mobile testing lua
5816,Student5816,sonarqube splunk
5817,Student5817,transfer learning cross-browser testing
5818,Student5818,model evaluation clustering
5819,Student5819,linux verilog
5820,Student5820,css problem solving
5821,Student5821,bash scripting mobile testing
5822,Student5822,signal processing vhdl
5823,Student5823,cross-browser testing cron jobs
5824,Student5824,lambda big data
5825,Student5825,excel data
5826,Student5826,transfer learning php
5827,Student5827,database datadog
5828,Student5828,zero trust automation
5829,Student5829,perl google cloud
5830,Student5830,data pipelines ethical hacking
5831,Student5831,load balancing cad modeling
5832,Student5832,prometheus vmware
5833,Student5833,gcp proxy servers
5834,Student5834,numpy data analysis
5835,Student5835,cad modeling sql
5836,Student5836,ec2 cryptography
5837,Student5837,kotlin proxy servers
5838,Student5838,javascript ansible
5839,Student5839,data visualization ai ethics
5840,Student5840,play store project management
5841,Student5841,push notifications presentation
5842,Student5842,critical thinking openai api
5843,Student5843,javascript xcode
5844,Student5844,deep learning generative ai
5845,Student5845,c# flutter
5846,Student5846,api integration team collaboration
5847,Student5847,robotics app store
5848,Student5848,scrum jest
5849,Student5849,git data modeling
5850,Student5850,elasticsearch ai
5851,Student5851,javascript mechanical design
5852,Student5852,robotics redux
5853,Student5853,bdd descriptive analytics
5854,Student5854,predictive analytics reinforcement learning
5855,Student5855,file systems pandas
5856,Student5856,pytorch design
5857,Student5857,data visualization app store
5858,Student5858,dhcp network security
5859,Student5859,cron jobs dotnet
5860,Student5860,svelte encryption
5861,Student5861,grafana supervised learning
5862,Student5862,webpack pair programming
5863,Student5863,r control systems
5864,Student5864,monday network architecture
5865,Student5865,machine learning virtualbox
5866,Student5866,docker in-app payments
5867,Student5867,push notifications xcode
5868,Student5868,cloud simulation
5869,Student5869,deep learning wireshark
5870,Student5870,load balancing data warehousing
5871,Student5871,data system monitoring
5872,Student5872,r asp.net
5873,Student5873,helm cloud
5874,Student5874,bootstrap play store
5875,Student5875,ec2 information security
5876,Student5876,system administration api
5877,Student5877,route53 computer vision
5878,Student5878,docker desktop xcode
5879,Student5879,perl firewall
5880,Student5880,ubuntu express
5881,Student5881,prometheus api
5882,Student5882,docker desktop vpn
5883,Student5883,nmap oop
5884,Student5884,scrum asp.net
5885,Student5885,speech recognition gitlab ci
5886,Student5886,spring boot helm
5887,Student5887,dart penetration testing
5888,Student5888,bootstrap data labeling
5889,Student5889,industrial automation prometheus
5890,Student5890,jira oop
5891,Student5891,industrial automation dns
5892,Student5892,grafana route53
5893,Student5893,data preprocessing ci/cd
5894,Student5894,soc descriptive analytics
5895,Student5895,team collaboration ansible
5896,Student5896,cloudfront speech recognition
5897,Student5897,siem scada
5898,Student5898,anomaly detection wireshark
5899,Student5899,data modeling ddos protection
5900,Student5900,system administration jira
5901,Student5901,data visualization haskell
5902,Student5902,mobile testing tls
5903,Student5903,model deployment test automation
5904,Student5904,kotlin raspberry pi
5905,Student5905,application security sql
5906,Student5906,network architecture kotlin
5907,Student5907,cross-browser testing keras
5908,Student5908,php llm
5909,Student5909,design matlab
5910,Student5910,sass data labeling
5911,Student5911,tensorflow unsupervised learning
5912,Student5912,autocad lambda
5913,Student5913,network security aws
5914,Student5914,api c#
5915,Student5915,ec2 kafka
5916,Student5916,model evaluation shell scripting
5917,Student5917,serverless web performance
5918,Student5918,vulnerability scanning keras
5919,Student5919,industrial automation google cloud
5920,Student5920,industrial automation performance optimization
5921,Student5921,ips time series analysis
5922,Student5922,postman ai
5923,Student5923,php c
5924,Student5924,monday machine learning
5925,Student5925,elasticsearch ux
5926,Student5926,data pipelines html
5927,Student5927,gitops devops
5928,Student5928,postman gitops
5929,Student5929,data warehousing data preprocessing
5930,Student5930,excel chatbot
5931,Student5931,spring boot web security
5932,Student5932,cybersecurity api development
5933,Student5933,airflow accessibility
5934,Student5934,anomaly detection leadership
5935,Student5935,web security kafka
5936,Student5936,api integration macos
5937,Student5937,javascript autoML
5938,Student5938,nestjs lambda
5939,Student5939,devops confluence
5940,Student5940,s3 firewall
5941,Student5941,docker desktop babel
